trip_id,timestamp,rms_0_20hz,smoothed_rms,baseline_ratio,alarm_flag,fault_status,days_since_baseline
65,2026-02-27 11:24:21.794,0.002080794528552557,0.013755614213092496,0.0,0,normal,0
66,2026-02-27 11:24:26.524,0.002067838787708815,0.01377303142418687,0.0,0,normal,0
67,2026-02-27 11:24:28.624,0.0020601410939716258,0.013776687188707767,0.0,0,normal,0
68,2026-02-27 11:24:31.344,0.0020581961024899917,0.014057620414652519,0.0,0,normal,0
69,2026-02-27 11:24:31.704,0.002046030635562996,0.014272866716384246,0.0,0,normal,0
70,2026-02-27 11:24:32.304,0.002033038013556316,0.01443202712528966,0.0,0,normal,0
71,2026-02-27 11:24:34.594,0.002021155189853597,0.014590187161985523,0.0,0,normal,0
72,2026-02-27 11:24:35.954,0.0020437230987527897,0.014717223323109407,0.0,0,normal,0
73,2026-02-27 11:24:37.144,0.002060385821874384,0.014809618853705582,0.0,0,normal,0
74,2026-02-27 11:24:41.804,0.0020479542198924435,0.014869623983870619,0.0,0,normal,0
75,2026-02-27 11:24:44.374,0.002040489448413193,0.014934051511025217,0.0,0,normal,0
76,2026-02-27 11:24:51.034,0.0020358957746406245,0.014975815526052573,0.0,0,normal,0
77,2026-02-27 11:24:56.724,0.0020240412381656247,0.015042500864652732,0.0,0,normal,0
78,2026-02-27 11:24:58.454,0.002012419853525971,0.015083179762630237,0.0,0,normal,0
79,2026-02-27 11:25:00.204,0.002000838865600336,0.015100801705050564,0.0,0,normal,0
80,2026-02-27 11:25:02.394,0.001993844467498856,0.015100448974454422,0.0,0,normal,0
81,2026-02-27 11:25:12.634,0.0020012184553434113,0.015093629231902892,0.0,0,normal,0
82,2026-02-27 11:25:18.144,0.001997115756341798,0.015080111919336503,0.0,0,normal,0
83,2026-02-27 11:25:19.484,0.0019863903809862735,0.015070572611691164,0.0,0,normal,0
84,2026-02-27 11:25:28.754,0.001977201196044576,0.015055788574776711,0.0,0,normal,0
85,2026-02-27 11:25:36.924,0.0019668035080940083,0.015030274873905488,0.0,0,normal,0
86,2026-02-27 11:25:40.814,0.0019652637766039097,0.014996909503046869,0.0,0,normal,0
87,2026-02-27 11:25:42.654,0.001962232972483617,0.01500063516596843,0.0,0,normal,0
88,2026-02-27 11:25:43.014,0.0019723739012152196,0.01499318566394265,0.0,0,normal,0
89,2026-02-27 11:25:47.454,0.0019623416947546963,0.014973188573939146,0.0,0,normal,0
90,2026-02-27 11:25:50.654,0.0019653617149428503,0.014973222059465083,0.0,0,normal,0
91,2026-02-27 11:26:03.414,0.004947596189275063,0.18886489332105377,0.0,0,normal,0
92,2026-02-27 11:26:06.024,0.05971566886914543,0.44987765767883214,0.0,0,normal,0
93,2026-02-27 11:26:07.184,0.0595523585341644,0.6652999090912957,0.0,0,normal,0
94,2026-02-27 11:26:07.944,0.059258980782731875,0.8405091237923057,0.0,0,normal,0
95,2026-02-27 11:26:08.294,0.05897024662834982,0.9827610754385769,0.0,0,normal,0
96,2026-02-27 11:26:14.714,0.05868573241070267,1.0980172260243215,0.0,0,normal,0
97,2026-02-27 11:26:14.864,0.0584052936225544,1.1911516785436724,0.0,0,normal,0
